data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,inter1,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
531710,566,NIG6973,6973,2015-01-26,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Ushongo,Abugbe,7.0613,9.0282,1,Daily Independent (Lagos),Subnational,"Fulanis attack six Agatu LGA villages on 26/01. [The Fulani] had attacked Abugbe village, where they killed eight persons; killed two in Okoklo; murdered four in Ogwule; one in Ocholoyan and two others in adjoining villages. Fulani herdsmen had attacked Aeuede village the previous day.",8,1518765566,NGA
531708,566,NIG6968,6968,2015-01-25,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Agatu,Obangedde,7.828,7.8141,2,Daily Trust (Abuja),Subnational,"Fulanis attack Aeuede village of Agatu LGA on 25/01, 17 deaths reported.",17,1518765566,NGA
531681,566,NIG6942,6942,2015-01-20,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Kenti,7.9333,9.4833,1,Daily Trust (Abuja),Subnational,Nine dead and eight missing following an attack on Kente village by suspected Fulani heardmen. The perpatrators also attacked nearby Sontyo.,9,1518765566,NGA
531682,566,NIG6944,6944,2015-01-20,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Wukari,Wukari,7.85,9.7833,2,This Day (Lagos),Subnational,Eleven people were killed as gunmen suspected to be Fulani herdsmen attacked Sontyo village in Wukari local government area of Taraba state. The attack occurred during the early hours of the day.,11,1518765566,NGA
1475452,566,NIG6899,6899,2015-10-01,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kogi,Lokoja,Lokoja,7.8024,6.743,2,PM News,National,"1000+ Fulani herdsmen attack and burn Miza location, outside Lokoja. Causalities not known.",0,1524053926,NGA
531602,566,NIG6863,6863,2015-02-01,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kaduna,Kaura,Zankan,9.6167,8.5333,1,Leadership (Abuja),Subnational,"Unidentified persons attacked and killed the district head of Zangang in Attacked chiefdom area of Kaura local government of Kaduna State, Mr Yohanna Daniel Shinkut. Residents in the area link the attack on Funalis, cause unknown.",1,1518765566,NGA
1475978,566,NIG6864,6864,2015-02-01,2015,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Plateau,Mangu,Mongu,9.5167,9.1,2,Premium Times (Abuja),Subnational,"Four are dead following two non-consecutive days of clashes in Mangu LGA (specific locations not known) between Fulanis and a group of unnamed Mwagahvuu speaking people. The clashes occurred on or between December 31 2014 and January 2, 2015. Note: Mangu and Barakin Ladi are adjacent; each event may have been spill over from a connecting area. One source claims ten dead on the second day of fighting. (Nigerian Tribune)",2,1524053926,NGA
531599,566,NIG6862,6862,2015-02-01,2015,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Plateau,Barkin Ladi,Barkin Ladi,9.5333,8.9,2,Daily Trust (Abuja),Subnational,At least 10 houses were confirmed burnt and some people injured in Shurun village of Barkin Ladi local government area of Plateau State following a spill over of attacks between indigenes (not identified) and Fulani herders. No deaths reported. It is believed the battle was triggered by the beheading of a man earlier in the week. Note: Mangu and Barakin Ladi are adjacent; each event may have been spill over from a connecting area.,0,1518765566,NGA
1639795,566,NIG12584,12584,22 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Adamawa,Demsa,Dowaya,9.45,12.0667,1,Nigeria Punch,National,"22 June. Fulanis attack Dowaya village in Demsa during the evening hours. 18 dead, plus injuries.",18,1529947890,NGA
1639780,566,NIG12569,12569,20 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barkin Ladi,Barkin Ladi,9.5333,8.9,2,Vanguard (Lagos),National,"20 June. Four people including a 10 years old boy were killed at Kai village, Barkin Ladi local government area of Plateau State by Fulani attackers.",4,1529947889,NGA
1639775,566,NIG12564,12564,16 June 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"16 June, on or about. Military forces engage Fulanis in a shootout at Kwatan Gyemu, a border community between Benue and Nasarawa states. Seven herders arrested with weapons. The clash occurred ""at the weekend""",0,1529947889,NGA
1634962,566,NIG12549,12549,14 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Oturkpo,Tseaudu,7.1624,8.2409,1,Vanguard (Lagos),National,"14 June. Fulanis attack Tse Audu Amo, kill one civilian.",1,1529342215,NGA
1634959,566,NIG12546,12546,13 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Nasarawa,Keana,Keana,8.1333,8.8,2,Nigerian Tribune,National,13 June. Fulani attackers kill four Tivs during an attack on Antsa village of Kwara district in Keana Local Government Area of Nasarawa State.,4,1529342215,NGA
1634956,566,NIG12543,12543,12 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Tombo,7.48185,9.2948,1,Vanguard (Lagos),National,"12 June. Fulanis attack Tombo ward of Logo LGA, killing two brothers. The attack was followed by a second attack nearby.",2,1529342215,NGA
1634957,566,NIG12544,12544,12 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos),National,"12 June. Following an attack in Tombo ward, Fulanis attack Tse Audu Amo-Tombo ward and Iortumbur Atov at Tse Akombo, Logo LGA, killing one civilian.",1,1529342215,NGA
1634945,566,NIG12532,12532,11 June 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Ondo,Akoko North West,Arigidi,7.5718,5.797,1,The Sun (Nigeria),National,"11 June, on or before: Fulanis enter Arigidi Akoko, Akoko North West Local Government Area, where they were met with resistance by an armed farmer. The Fulanis overpowered and killed the farmer. Exact date not known - source dated 11/06.",1,1529342215,NGA
1634941,566,NIG12528,12528,10 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Bassa,Kwal,9.8167,8.65,2,Nigeria Punch,National,"10 June. No fewer than two persons have been killed by suspected Fulani herdsmen during an attack on Irigwe chiefdom, near Kwal in the Bassa Local Government Area of Plateau State.",2,1529342215,NGA
1634942,566,NIG12529,12529,10 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Osun,Iwo,Iwo,7.6333,4.1833,2,Nigeria Punch,National,10 June. Fulanis kidnap a Methodist preacher and two others along the Iwo-Osogbo in Osun road.,0,1529342215,NGA
1632420,566,NIG12512,12512,06 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,The Sun (Nigeria),National,"06 June. Fulanis attack Tse Shan in Saghev, Guma LGA killing eight civilians. The attack was coordinated with a second attack in Logo. A second report from the same source claims 13 dead between the two areas.",8,1528732355,NGA
1632421,566,NIG12513,12513,06 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,The Sun (Nigeria),National,"06 June. Fulanis attack Tse Igbur in Logo LGA, killing one civilian and injuring many. The attack was coordinated with a second attack in Guma. A second report from the same source claims 13 dead between the two areas (8 in Guma)",5,1528732355,NGA
1632414,566,NIG12506,12506,05 June 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Nasarawa,Nasarawa,Nassarawa,8.5294,7.7242,2,The Sun (Nigeria),National,"05 June. No fewer than three operatives of the Special Anti-Robbery Squad (SARS) of the Nigeria Police and eight farmers were reportedly killed by suspected Fulani herders in Mararaba Udege, Aisa and Aguma communities of Agatu chiefdom in Nasarawa Local Government Area of Nasarawa State.",11,1528732355,NGA
1632412,566,NIG12504,12504,04 June 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Gassol,Mutum Biyu,8.6333,10.7667,2,The Sun (Nigeria),National,Property destruction: 04 June. During the morning hours Fulani and Hausa groups entered Dan Anicha and broke windows of Igbo owned shops.,0,1528732355,NGA
1632413,566,NIG12505,12505,04 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Agence France Presse,International,"04 June. Fulanis attack Yelwata, Guma LGA, killing two civilians.",2,1528732355,NGA
1632399,566,NIG12491,12491,03 June 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Nasarawa,Nasarawa,Udegi,8.25139,7.90222,1,Vanguard (Lagos),National,03 June. Fulani militias attack police forces at Maraban-Udege village in the Nasarawa Local Government Area. Three deaths reported.,3,1528732355,NGA
1632400,566,NIG12492,12492,03 June 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,48,Western Africa,Nigeria,Delta,Aniocha North,Onicha-Olona,6.37085,6.56677,2,Vanguard (Lagos),National,"03 June. Fulani militias abduct the traditional ruler of Ogodor Kingdom between Ezi and Onicha-Olona. During the attack, the Fulanis clashed with the ruler's bodyguards. The abductors demanded money for his release.",0,1528732355,NGA
1632401,566,NIG12493,12493,03 June 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Taraba,Yorro,Gampu,8.81667,11.6333,1,The Sun (Nigeria),National,03 June. Fulanis attack the Tiv community of Dinya (aka Gampu). Local militia however organized and repelled the attack. No reported causalities.,0,1528732355,NGA
1632403,566,NIG12495,12495,03 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Ukum,Tseaondo,7.5965,9.7056,1,The Guardian,National,"03 June. Suspected herdsmen in the early hours invaded Tse-Adough settlement of Yaav ward, Turan District in Kwande council area of Benue State, killing 10 people and injuring 15 others.",10,1528732355,NGA
1632404,566,NIG12496,12496,03 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Delta,Aniocha North,Issele-Uku,6.31517,6.47405,2,Vanguard (Lagos),National,03 June. Fulanis attack a family of five at a farm near Issele-Uku. No casualities.,0,1528732355,NGA
1632397,566,NIG12489,12489,02 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barikin Ladi,Gashit,9.45,8.76667,1,The Sun (Nigeria),National,02 June. Fulani militia attacks Kura Falls community in Gashish District of Barkin-Ladi Local Government Area of Plateau State on 02/06. The attack was a continuation of an attack in the area the previous day. Three fatalities reported.,2,1528732355,NGA
1632393,566,NIG12485,12485,01 June 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barikin Ladi,Gashit,9.45,8.76667,1,Twitter Source,Other,01 June. Fulani militia attacks Kura Falls community in Gashish District of Barkin-Ladi Local Government Area of Plateau State on 01/06. The attack continued into the following day. Three fatalities reported over two days.,1,1528732355,NGA
1618099,566,NIG12474,12474,31 May 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Riyom,Riyom,9.6333,8.7667,2,The Sun (Nigeria),National,"31 May, on or before. The Berom ethnic nationality in Plateau state has accused Fulani herdsmen of raping and killing women in various communities in Riyom, Jos South and Barkin-Ladi Local Government Areas of the state. Date(s) not provided by the source. No secondary confirmation. Fatality numbers not given (10 fatalities spread over three events).",3,1528119778,NGA
1618100,566,NIG12475,12475,31 May 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barikin Ladi,Barikin Ladi,9.5333,8.9,2,The Sun (Nigeria),National,"31 May, on or before. The Berom ethnic nationality in Plateau state has accused Fulani herdsmen of raping and killing women in various communities in Riyom, Jos South and Barkin-Ladi Local Government Areas of the state. Date(s) not provided by the source. No secondary confirmation. Fatality numbers not given (10 fatalities spread over three events).",3,1528119778,NGA
1618101,566,NIG12476,12476,31 May 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Jos South,Bukuru,9.794,8.864,2,The Sun (Nigeria),National,"31 May, on or before. The Berom ethnic nationality in Plateau state has accused Fulani herdsmen of raping and killing women in various communities in Riyom, Jos South and Barkin-Ladi Local Government Areas of the state. Date(s) not provided by the source. No secondary confirmation. Fatality numbers not given (10 fatalities spread over three events).",4,1528119778,NGA
1618102,566,NIG12477,12477,31 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Anyiin,7.8188,9.2453,2,Vanguard (Lagos),National,31 May. Fulanis attacked and killed two travellers in Mbazar community between Anyiin and Akwana in Logo local government area of Benue state.,2,1528119778,NGA
1618087,566,NIG12462,12462,29 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barikin Ladi,Ropp,9.5,8.91667,1,The Sun (Nigeria),National,29 May. Fulanis attack Ropp village during the morning hours. One civilian dead.,1,1528119778,NGA
1618083,566,NIG12458,12458,28 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barikin Ladi,Gashit,9.45,8.76667,1,The Sun (Nigeria),National,28 May. Fulanis attack Gashish (Gashit) village. Two civilians dead.,2,1528119778,NGA
1618080,566,NIG12455,12455,27 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Taraba,Jalingo,Jalingo,8.8833,11.3667,1,The Sun (Nigeria),National,"27 May. Fulanis attack a Catholic Church in Jalingo. A priest ""narrowly escaped death.""",0,1528119778,NGA
1618077,566,NIG12452,12452,26 May 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Anyiin,7.8188,9.2453,2,Vanguard (Lagos),National,"26 May, on or about. Two civilians were killed by suspected Fulanis ""at the weekend"" on Anyiin Road, at Tse Adendem village, on their way to Anyiin town.",2,1528119778,NGA
1618078,566,NIG12453,12453,26 May 2018,2018,2,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"26 May, on or about. Suspected Fulanis were reported to have attacked Tse Shitenger in Uvir council ward of Guma Local, killing a civilian and abducting another. The attack occurred ""at the weekend.""",1,1528119778,NGA
1639772,566,NIG12561,12561,25 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ekiti,Ado Ekiti,Ado-Ekiti,7.621,5.2215,1,Local Source Project,Other,25 May. 3 travellers were killed by Fulani herders in Ado-Ekiti. 2 of the victims were travelling in a commercial bus while the 3rd victim was travelling in a private car.,3,1529947889,NGA
1614208,566,NIG12441,12441,24 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Taraba,Yorro,Yorro,8.71667,11.6167,2,Vanguard (Lagos),National,24 May. Fulanis and Yarro communal militia clash in Yarro LGA. Six deaths reported.,6,1527542653,NGA
1614206,566,NIG12439,12439,23 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barkin Ladi,Barkin Ladi,9.5333,8.9,2,The Sun (Nigeria),National,23 May. Fulanis attack Rambuu village in Barkin-Ladi over two days. Four deaths reported.,2,1527542653,NGA
1614202,566,NIG12435,12435,22 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Plateau,Barkin Ladi,Barkin Ladi,9.5333,8.9,2,The Sun (Nigeria),National,22 May. Fulanis attack Rambuu village in Barkin-Ladi over two days. Four deaths reported.,2,1527542653,NGA
1614183,566,NIG12416,12416,20 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,This Day (Lagos); The Sun (Nigeria); Vanguard (Lagos),National,"20 May. Fulani gunmen attacked soldiers on patrol at a border town the Tseke, in Kante-Chenkai between Benue and Taraba States (in Logo LGA), killing two soldiers, while two others were abducted.",2,1527542653,NGA
1614179,566,NIG12412,12412,19 May 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,Vanguard (Lagos),National,"19 May, on or about. Military forces conduct a herdsmen clearance operation in Logo, Gwer West and Guma LGA 'at the weekend.' 35 Fulani, one soldier dead. One missing.",12,1527542653,NGA
1614180,566,NIG12413,12413,19 May 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Gwer West,Naka,7.5887,8.2087,2,Vanguard (Lagos),National,"19 May, on or about. Military forces conduct a herdsmen clearance operation in Logo, Gwer West and Guma LGA 'at the weekend.' 35 Fulani, one soldier dead. One missing.",12,1527542653,NGA
1614181,566,NIG12414,12414,19 May 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"19 May, on or about. Military forces conduct a herdsmen clearance operation in Logo, Gwer West and Guma LGA 'at the weekend.' 35 Fulani, one soldier dead. One missing.",12,1527542653,NGA
1639770,566,NIG12559,12559,19 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Katsina-Ala,Katsina-Ala,7.1694,9.2847,2,Local Source Project,Other,19 May. Fulanis attack and kill a soldier on patrol in Katsina Ala LGA.,1,1529947889,NGA
1607950,566,NIG12397,12397,17 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Ugba,7.5,9.3333,2,The Sun (Nigeria),National,"17 May. Fulanis attack Logo LGA, kill three.",3,1526931416,NGA
1614172,566,NIG12405,12405,16 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Gwer East,Aliade,7.2964,8.487,2,This Day (Lagos),National,"16 May. Suspected Fulanis kidnap six teachers in Ikpayongo, Gwer LGA. The bodies of the six were discovered nearby several days later.",6,1527542653,NGA
1639769,566,NIG12558,12558,16 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Makurdi,Makurdi,7.7411,8.5121,1,Local Source Project,Other,"16 May. Fulanis attack Makurdi, killing six civilians, including two teachers.",6,1529947889,NGA
1607936,566,NIG12383,12383,15 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Ebonyi,Onicha,Isu,6.16667,7.81667,2,Vanguard (Lagos),National,"15 May. A member of a Fulani group sexually assaulted a 14 year-old in Umuifi community of Anioma-Isu, in Onicha Local Government Area of the state.",0,1526931416,NGA
1607941,566,NIG12388,12388,15 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kogi,Kabba/Bunu,Kabba,7.8287,6.0731,2,This Day (Lagos),National,15 May. A forestry operator has been killed by Herdsmen in Apaa Agbede in Kabba/Bunu Local Government Council of the state.,1,1526931416,NGA
1607924,566,NIG12373,12373,13 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kogi,Ijumu,Iyara,7.84299,5.97398,2,This Day (Lagos),National,13 May. 10 Tiv are killed in a Fulani attack on Ilai and Ido-Gbede villages of Ijumu Local Government Area.,10,1526931416,NGA
1607914,566,NIG12364,12364,12 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,44,Western Africa,Nigeria,Anambra,Awka South,Awka,6.2101,7.0741,1,The Sun (Nigeria),National,"12 May. Fulanis clash with an unidentified militia group after it was suspected they were to attack the Agu-Awka area of the city. Causalities not known. The following day, a group of Hausa farmers protested, calling for retaliation against the Fulanis.",0,1526931416,NGA
1603405,566,NIG12335,12335,10 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,34,Western Africa,Nigeria,Taraba,Lau,Lau,9.2167,11.2833,2,Vanguard (Lagos); The Sun (Nigeria),National,10 May. JTF forces kill 10 suspected Fulanis in Lau LGA.,10,1526319991,NGA
1603409,566,NIG12339,12339,10 May 2018,2018,1,Strategic development,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Enugu,Enugu East,Enugu,6.4426,7.5022,2,PM News,Subnational,"Agreement: 10 May. Members of the All Farmers Association of Nigeria, as well as other farming groups, enter a peace deal with Enugu area Fulanis.",0,1526319991,NGA
1603403,566,NIG12333,12333,09 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Adamawa,Numan,Numan,9.4667,12.0333,2,The Sun (Nigeria),National,"09 May. Fulanis attack Nega village of Numan Local Government Area of Adamawa State, killing eight.",8,1526319991,NGA
1603375,566,NIG12305,12305,05 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Kaduna,Birnin Gwari,Gwaska,10.9063,6.56818,1,The Guardian (Lagos); The Nation (Nigeria),National,"05 May. Fulanis attacked Gwaska village in Birnin Gwari Local Council of Kaduna State, killing 45 (raised to 71 later in the week) persons and burning the village. Police deployed 3 mobile units to the area in response to the attack.",71,1526319991,NGA
1603369,566,NIG12299,12299,04 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"04 May. Fulanis attack civilians in Iye during the evening hours. Soldiers stationed in nearby Gbajimba heard the gunfire, and responded. Upon arrival the soldiers opened fire on the attackers and repelled them. Causalities not known.",0,1526319991,NGA
1603371,566,NIG12301,12301,04 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"04 May. Fulanis attack civilians in Iye during the evening hours. Soldiers stationed in nearby Gbajimba heard the gunfire, and responded. Upon arrival the soldiers opened fire on the attackers and repelled them. Causalities not known.",0,1526319991,NGA
1600202,566,NIG12287,12287,03 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Adamawa,Numan,Numan,9.4667,12.0333,2,Vanguard (Lagos); Daily Trust (Abuja),National,"03 May. Fulanis attack and kill 15 civilians in four Numan LGA: Bang, Nyanga, Bonki and Nzomosu. The villages were ""completely razed."" This Day reports 30 dead among the towns.",8,1525715434,NGA
1600201,566,NIG12286,12286,03 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Adamawa,Numan,Bolki,9.38333,11.6167,1,Vanguard (Lagos); Daily Trust (Abuja),National,"03 May. Fulanis attack and kill 15 civilians in four Numan LGA: Bang, Nyanga, Bonki and Nzomosu. The villages were ""completely razed."" This Day reports 30 dead among the towns.",7,1525715434,NGA
1600200,566,NIG12285,12285,03 May 2018,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"03 May. Military forces clash with Fulani gunmen in Adagu village in Guma LGA, causing them to flee. One Fulani attacker arrested, weapons seized.",0,1525715434,NGA
1600199,566,NIG12284,12284,02 May 2018,2018,2,Strategic development,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"Arrests: 02 April or 01 April. Military forces capture a Fulani leader believed to be the ""mastermind"" of recent attacks in Benue State. Name not provided. The arrest is believe to have occurred in Guma LGA.",0,1525715434,NGA
1600192,566,NIG12277,12277,01 May 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"01 May. Suspected Fulanis reportedly invaded Tse-Iyortyer, Yelwata in Guma local government area of Benue state, killing six persons and injuring scores.",6,1525715434,NGA
1600172,566,NIG12257,12257,28 April 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Gwer West,Agagbe,7.7164,8.1359,1,Vanguard (Lagos),National,"28 April. Eight persons are feared dead after suspected herdsmen (Fulani) invaded Agagbe community, Gwer West Local Government Area of Benue State.",8,1525715434,NGA
1592672,566,NIG12252,12252,28 April 2018,2018,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),4,14,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,The Sun (Nigeria),National,"28 April, on or before. Military forces capture three Fulani suspects believed responsible for recent attack against civilians in Guma LGA following a firefight in Tormatar village in Guma. The suspect may have an association with Boko Haram, though the source describes the suspect(s) as ""militia herdsmen."" Source dated on 28/04; date of actual operation not known. No causalities.",0,1525109183,NGA
1592670,566,NIG12250,12250,26 April 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Logo,Tsevii,7.7718,9.2439,1,The Sun (Nigeria),National,"26 April. Seven internally displaced persons (IDPs) taking refuge at the African Church and LGEA Primary School, Mondo, were killed in Ukemberagya, Gaambe-Tiev, Logo Local Government Area of Benue State. Fulanis suspected.",7,1525109183,NGA
1592666,566,NIG12246,12246,25 April 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Benue,Guma,Gbajimba,7.8155,8.8604,2,Vanguard (Lagos),National,"25 April. Fulanis attack Tse-Umenge, Mbadwen council ward, Mbakpase, Saghev council ward and Tse-Ali, Mbawa council ward in Guma LGA over two days; 39 dead. Tse-Ali had been attacked by Fulanis over the weekend as well. Military forces captured a suspect in the following days; the attack may have had an association with Boko Haram, but describes the attackers as ""militia herdsmen.""",19,1525109183,NGA
1592664,566,NIG12244,12244,24 April 2018,2018,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),4,47,Western Africa,Nigeria,Nasarawa,Awe,Awe,8.1,9.13333,2,The Guardian (Lagos),National,"27 April. Fulanis attack the Tiv village of Ihuman in Awe LGA, killing seven.",7,1525109183,NGA
